id,labels
559,2
560,1
561,1
562,2
563,0
564,6
565,0
566,1
567,0
568,1
569,0
570,1
571,0
572,1
573,2
574,0
575,7
576,0
577,1
578,3
579,2
580,1
581,0
582,24
583,0
584,1
585,3
586,0
587,2
588,3
589,0
590,2
591,1
592,0
593,6
594,0
595,0
596,1
597,2
598,0
599,0
600,6
601,2
602,0
603,3
604,0
605,1
606,8
607,6
608,8
609,19
610,4
611,0
612,3
613,0
614,2
615,1
616,7
617,8
618,19
619,4
620,2
621,0
622,3
623,0
624,2
625,1
626,1
627,8
628,5
629,0
630,1
631,2
632,4
633,5
634,1
635,6
636,17
637,0
638,3
639,0
640,0
641,1
642,4
643,1
644,8
645,1
646,5
647,0
648,2
649,0
650,1
651,1
652,0
653,8
654,4
655,1
656,6
657,3
658,2
659,0
660,1
661,1
662,7
663,5
664,0
665,1
666,0
667,6
668,3
669,2
670,2
671,0
672,1
673,1
674,8
675,16
676,4
677,5
678,1
679,10
680,0
681,1
682,6
683,1
684,1
685,0
686,1
687,6
688,17
689,1
690,6
691,1
692,6
693,17
694,4
695,9
696,1
697,4
698,3
699,0
700,5
701,1
702,0
703,3
704,12
705,5
706,1
707,4
708,1
709,0
710,0
711,7
712,2
713,0
714,3
715,0
716,3
717,0
718,2
719,0
720,6
721,13
722,1
723,0
724,6
725,0
726,3
727,14
728,4
729,2
730,0
731,1
732,0
733,3
734,2
735,0
736,0
737,1
738,10
739,2
740,1
741,6
742,4
743,2
744,1
745,3
746,0
747,6
748,4
749,0
750,0
751,1
752,1
753,0
754,1
755,21
756,2
757,0
758,3
759,14
760,20
761,6
762,0
763,1
764,7
765,16
766,3
767,2
768,0
769,5
770,4
771,12
772,12
773,9
774,1
775,4
776,1
777,0
778,1
779,2
780,0
781,5
782,7
783,0
784,2
785,4
786,5
787,3
788,0
789,9
790,2
791,0
792,2
793,3
794,0
795,0
796,1
797,0
798,3
799,0
800,5
801,4
802,3
803,12
804,0
805,1
806,5
807,0
808,0
809,1
810,1
811,4
812,5
813,9
814,3
815,0
816,10
817,2
818,0
819,4
820,6
821,1
822,7
823,0
824,24
825,0
826,3
827,0
828,3
829,0
830,1
831,10
832,4
833,5
834,4
835,0
836,1
837,7
838,8
839,20
840,0
841,9
842,0
843,1
844,3
845,8
846,8
847,20
848,12
849,4
850,9
851,3
852,11
853,0
854,2
855,0
856,1
857,5
858,0
859,0
860,1
861,0
862,0
863,1
864,2
865,0
866,5
867,3
868,0
869,3
870,14
871,0
872,0
873,3
874,2
875,0
876,7
877,14
878,0
879,0
880,1
881,2
882,0
883,7
884,3
885,0
886,4
887,5
888,1
889,2
890,0
891,4
892,20
893,3
894,0
895,2
896,1
897,8
898,8
899,5
900,9
901,3
902,0
903,13
904,0
905,0
906,7
907,9
908,3
909,2
910,0
911,15
912,1
913,0
914,0
915,2
916,1
917,0
918,3
919,0
920,5
921,14
922,0
923,3
924,0
925,0
926,1
927,0
928,7
929,13
930,3
931,12
932,0
933,4
934,7
935,4
936,5
937,14
938,0
939,1
940,14
941,0
942,0
943,7
944,0
945,0
946,1
947,4
948,2
949,5
950,4
951,0
952,0
953,1
954,3
955,0
956,0
957,1
958,2
959,0
960,2
961,1
962,4
963,20
964,6
965,0
966,3
967,12
968,0
969,7
970,4
971,4
972,20
973,12
974,18
975,1
976,7
977,0
978,2
979,0
980,1
981,3
982,12
983,9
984,1
985,7
986,3
987,0
988,0
989,0
990,5
991,0
992,3
993,0
994,2
995,0
996,7
997,1
998,0
999,2
1000,1
1001,5
1002,3
1003,0
1004,2
1005,0
1006,1
1007,0
1008,7
1009,0
1010,2
1011,1
1012,2
1013,0
1014,2
1015,6
1016,0
1017,1
1018,1
1019,20
1020,12
1021,9
1022,3
1023,0
1024,7
1025,9
1026,3
1027,0
1028,1
1029,0
1030,6
1031,8
1032,3
1033,0
1034,1
1035,21
1036,0
1037,2
1038,2
1039,0
1040,1
1041,6
1042,4
1043,8
1044,8
1045,1
1046,0
1047,3
1048,13
1049,0
1050,0
1051,8
1052,6
1053,3
1054,0
1055,1
1056,21
1057,4
1058,0
1059,2
1060,0
1061,1
1062,0
1063,6
1064,2
1065,0
1066,7
1067,8
1068,6
1069,12
1070,9
1071,3
1072,8
1073,13
1074,0
1075,1
1076,2
1077,0
1078,6
1079,3
1080,13
1081,3
1082,2
1083,2
1084,0
1085,2
1086,0
1087,1
1088,7
1089,3
1090,0
1091,4
1092,6
1093,7
1094,0
1095,1
1096,7
1097,0
1098,1
1099,3
1100,11
1101,0
1102,12
1103,0
1104,6
1105,4
1106,4
1107,2
1108,2
1109,0
1110,1
1111,6
1112,4
1113,8
1114,7
1115,8
1116,1
1117,3
1118,0
1119,0
1120,6
1121,9
1122,0
1123,7
1124,9
1125,8
1126,3
1127,13
1128,0
1129,1
1130,6
1131,4
1132,7
1133,1
1134,10
1135,5
1136,0
1137,7
1138,4
1139,5
1140,0
1141,3
1142,23
1143,9
1144,1
1145,0
1146,6
1147,12
1148,2
1149,1
1150,2
1151,0
1152,0
1153,1
1154,6
1155,3
1156,19
1157,0
1158,7
1159,6
1160,8
1161,0
1162,1
1163,2
1164,6
1165,0
1166,7
1167,6
1168,4
1169,2
1170,3
1171,2
1172,0
1173,1
1174,21
1175,3
1176,0
1177,0
1178,1
1179,1
1180,7
1181,17
1182,16
1183,6
1184,1
1185,8
1186,17
1187,4
1188,8
1189,6
1190,1
1191,1
1192,6
1193,3
1194,23
1195,0
1196,1
1197,9
1198,5
1199,0
1200,2
1201,4
1202,5
1203,0
1204,2
1205,1
1206,7
1207,1
1208,0
1209,21
1210,1
1211,2
1212,0
1213,6
1214,12
1215,0
1216,1
1217,2
1218,0
1219,8
1220,8
1221,5
1222,1
1223,2
1224,5
1225,4
1226,8
1227,4
1228,2
1229,1
1230,7
1231,2
1232,3
1233,2
1234,0
1235,5
1236,3
1237,0
1238,13
1239,3
1240,0
1241,1
1242,8
1243,4
1244,4
1245,1
1246,5
1247,3
1248,0
1249,0
1250,1
1251,14
1252,0
1253,2
1254,5
1255,4
1256,8
1257,8
1258,1
1259,5
1260,3
1261,0
1262,1
1263,4
1264,5
1265,2
1266,0
1267,1
1268,7
1269,5
1270,8
1271,14
1272,2
1273,0
1274,1
1275,8
1276,14
1277,2
1278,0
1279,1
1280,3
1281,14
1282,2
1283,0
1284,1
1285,8
1286,14
1287,2
1288,0
1289,1
1290,1
1291,8
1292,4
1293,5
1294,0
1295,1
1296,1
1297,1
1298,3
1299,2
1300,0
1301,5
1302,2
1303,0
1304,0
1305,0
1306,1
1307,2
1308,0
1309,1
1310,8
1311,8
1312,2
1313,2
1314,0
1315,3
1316,0
1317,6
1318,17
1319,1
1320,1
1321,4
1322,5
1323,2
1324,7
1325,2
1326,1
1327,8
1328,16
1329,1
1330,3
1331,11
1332,0
1333,1
1334,8
1335,3
1336,0
1337,2
1338,1
1339,7
1340,2
1341,3
1342,2
1343,0
1344,1
1345,3
1346,0
1347,3
1348,8
1349,2
1350,1
1351,6
1352,17
1353,0
1354,1
1355,5
1356,1
1357,5
1358,7
1359,5
1360,23
1361,1
1362,10
1363,8
1364,1
1365,0
1366,1
1367,0
1368,1
1369,0
1370,1
1371,0
1372,1
1373,0
1374,1
1375,0
1376,1
1377,0
1378,6
1379,4
1380,11
1381,0
1382,1
1383,5
1384,4
1385,1
1386,0
1387,0
1388,1
1389,0
1390,5
1391,3
1392,0
1393,0
1394,1
1395,3
1396,0
1397,0
1398,0
1399,1
1400,5
1401,0
1402,3
1403,0
1404,1
1405,7
1406,0
1407,8
1408,5
1409,12
1410,0
1411,0
1412,1
1413,0
1414,5
1415,0
1416,3
1417,2
1418,0
1419,1
1420,2
1421,1
1422,7
1423,5
1424,9
1425,0
1426,1
1427,21
1428,12
1429,3
1430,0
1431,1
1432,3
1433,0
1434,1
1435,3
1436,0
1437,5
1438,0
1439,1
1440,5
1441,4
1442,1
1443,2
1444,0
1445,9
1446,3
1447,0
1448,0
1449,0
1450,1
1451,14
1452,0
1453,1
1454,2
1455,8
1456,6
1457,4
1458,9
1459,3
1460,0
1461,7
1462,12
1463,9
1464,1
1465,7
1466,5
1467,1
1468,10
1469,5
1470,18
1471,2
1472,0
1473,2
1474,6
1475,4
1476,9
1477,1
1478,0
1479,0
1480,1
1481,0
1482,5
1483,0
1484,1
1485,2
1486,11
1487,0
1488,8
1489,5
1490,0
1491,1
1492,0
1493,5
1494,3
1495,12
1496,3
1497,4
1498,2
1499,0
1500,1
1501,5
1502,3
1503,12
1504,3
1505,0
1506,1
1507,0
1508,5
1509,0
1510,9
1511,0
1512,1
1513,0
1514,5
1515,3
1516,0
1517,3
1518,19
1519,0
1520,1
1521,21
1522,12
1523,3
1524,0
1525,2
1526,23
1527,1
1528,6
1529,17
1530,11
1531,2
1532,0
1533,3
1534,2
1535,0
1536,2
1537,1
1538,7
1539,3
1540,2
1541,0
1542,0
1543,4
1544,6
1545,3
1546,16
1547,2
1548,3
1549,0
1550,1
1551,11
1552,6
1553,3
1554,16
1555,2
1556,0
1557,1
1558,10
1559,6
1560,16
1561,4
1562,3
1563,0
1564,1
1565,7
1566,4
1567,8
1568,4
1569,17
1570,6
1571,1
1572,3
1573,2
1574,0
1575,20
1576,6
1577,3
1578,2
1579,2
1580,0
1581,3
1582,0
1583,1
1584,7
1585,4
1586,8
1587,4
1588,5
1589,3
1590,0
1591,3
1592,0
1593,1
1594,2
1595,6
1596,3
1597,16
1598,2
1599,3
1600,0
1601,1
1602,6
1603,17
1604,3
1605,0
1606,4
1607,3
1608,0
1609,0
1610,1
1611,3
1612,2
1613,0
1614,8
1615,20
1616,6
1617,1
1618,4
1619,5
1620,1
1621,10
1622,7
1623,0
1624,6
1625,17
1626,0
1627,9
1628,0
1629,19
1630,0
1631,1
1632,2
1633,6
1634,9
1635,0
1636,3
1637,16
1638,7
1639,0
1640,1
1641,2
1642,16
1643,4
1644,6
1645,17
1646,1
1647,8
1648,5
1649,4
1650,1
1651,10
1652,2
1653,0
1654,6
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,1
1665,3
1666,0
1667,19
1668,0
1669,1
1670,1
1671,1
1672,7
1673,4
1674,5
1675,0
1676,1
1677,10
1678,0
1679,20
1680,8
1681,9
1682,2
1683,0
1684,1
1685,10
1686,4
1687,2
1688,0
1689,1
1690,8
1691,2
1692,1
1693,8
1694,0
1695,0
1696,3
1697,0
1698,1
1699,5
1700,3
1701,0
1702,1
1703,21
1704,4
1705,3
1706,2
1707,0
1708,1
1709,1
1710,0
1711,22
1712,2
1713,0
1714,1
1715,1
1716,1
1717,0
1718,0
1719,0
1720,5
1721,0
1722,2
1723,2
1724,0
1725,2
1726,1
1727,10
1728,0
1729,0
1730,6
1731,3
1732,2
1733,0
1734,1
1735,3
1736,2
1737,8
1738,5
1739,1
1740,10
1741,6
1742,13
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,3
1750,16
1751,5
1752,18
1753,2
1754,1
1755,3
1756,26
1757,1
1758,0
1759,2
1760,1
1761,2
1762,1
1763,5
1764,0
1765,1
1766,5
1767,9
1768,2
1769,0
1770,3
1771,0
1772,2
1773,0
1774,1
1775,8
1776,1
1777,10
1778,0
1779,0
1780,6
1781,0
1782,0
1783,3
1784,26
1785,5
1786,12
1787,1
1788,7
1789,4
1790,3
1791,0
1792,1
1793,10
1794,12
1795,3
1796,0
1797,4
1798,5
1799,0
1800,0
1801,2
1802,0
1803,1
1804,5
1805,0
1806,1
1807,10
1808,4
1809,8
1810,1
1811,5
1812,4
1813,0
1814,1
1815,1
1816,1
1817,3
1818,0
1819,3
1820,15
1821,1
1822,0
1823,7
1824,15
1825,1
1826,0
1827,3
1828,0
1829,1
1830,2
1831,0
1832,2
1833,1
1834,0
1835,0
1836,0
1837,7
1838,0
1839,1
1840,11
1841,2
1842,1
1843,2
1844,1
1845,0
1846,3
1847,0
1848,2
1849,13
1850,5
1851,3
1852,0
1853,0
1854,3
1855,0
1856,0
1857,0
1858,0
1859,2
1860,1
1861,5
1862,12
1863,14
1864,2
1865,0
1866,2
1867,3
1868,0
1869,1
1870,2
1871,3
1872,1
1873,0
1874,3
1875,0
1876,19
1877,0
1878,7
1879,0
1880,2
1881,1
1882,3
1883,0
1884,19
1885,1
1886,3
1887,0
1888,19
1889,0
1890,0
1891,1
1892,3
1893,0
1894,0
1895,2
1896,1
1897,4
1898,5
1899,18
1900,7
1901,4
1902,0
1903,2
1904,1
1905,3
1906,2
1907,0
1908,5
1909,0
1910,14
1911,7
1912,2
1913,14
1914,0
1915,3
1916,2
1917,0
1918,1
1919,2
1920,1
1921,0
1922,3
1923,0
1924,0
1925,5
1926,8
1927,2
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,13
1935,3
1936,0
1937,0
1938,1
1939,4
1940,8
1941,8
1942,1
1943,0
1944,6
1945,4
1946,3
1947,0
1948,8
1949,2
1950,1
1951,4
1952,11
1953,15
1954,1
1955,0
1956,6
1957,3
1958,12
1959,8
1960,1
1961,1
1962,2
1963,1
1964,0
1965,3
1966,0
1967,0
1968,0
1969,2
1970,3
1971,0
1972,4
1973,5
1974,4
1975,2
1976,0
1977,1
1978,0
1979,3
1980,0
1981,2
1982,4
1983,6
1984,10
1985,3
1986,2
1987,0
1988,2
1989,0
1990,1
1991,0
1992,0
1993,4
1994,5
1995,13
1996,3
1997,0
1998,2
1999,0
2000,1
2001,2
2002,0
2003,0
2004,2
2005,6
2006,4
2007,8
2008,9
2009,3
2010,0
2011,0
2012,2
2013,0
2014,3
2015,0
2016,1
2017,0
2018,3
2019,0
2020,6
2021,9
2022,3
2023,0
2024,11
2025,0
2026,3
2027,0
2028,0
2029,2
2030,0
2031,1
2032,2
2033,0
2034,6
2035,4
2036,9
2037,4
2038,0
2039,2
2040,0
2041,1
2042,0
2043,0
2044,3
2045,15
2046,1
2047,0
2048,20
2049,6
2050,9
2051,3
2052,0
2053,2
2054,0
2055,1
2056,2
2057,0
2058,8
2059,6
2060,0
2061,14
2062,0
2063,1
2064,7
2065,0
2066,2
2067,3
2068,12
2069,4
2070,6
2071,1
2072,2
2073,0
2074,24
2075,3
2076,0
2077,1
2078,2
2079,0
2080,6
2081,3
2082,2
2083,0
2084,9
2085,0
2086,3
2087,0
2088,1
2089,7
2090,0
2091,4
2092,6
2093,3
2094,0
2095,0
2096,1
2097,3
2098,0
2099,2
2100,2
2101,0
2102,3
2103,0
2104,5
2105,0
2106,0
2107,0
2108,0
2109,1
2110,0
2111,2
2112,0
2113,8
2114,6
2115,4
2116,3
2117,0
2118,0
2119,1
2120,0
2121,0
2122,1
2123,3
2124,2
2125,14
2126,0
2127,0
2128,1
2129,0
2130,0
2131,6
2132,3
2133,2
2134,0
2135,1
2136,4
2137,6
2138,12
2139,7
2140,9
2141,0
2142,0
2143,8
2144,1
2145,5
2146,4
2147,3
2148,0
2149,1
2150,10
2151,3
2152,2
2153,0
2154,1
2155,19
2156,2
2157,4
2158,0
2159,1
2160,5
2161,3
2162,0
2163,3
2164,0
2165,1
2166,0
2167,1
2168,5
2169,12
2170,3
2171,0
2172,0
2173,1
2174,2
2175,2
2176,0
2177,0
2178,1
2179,0
2180,1
2181,2
2182,5
2183,0
2184,13
2185,0
2186,19
2187,4
2188,3
2189,0
2190,0
2191,1
2192,4
2193,12
2194,0
2195,5
2196,4
2197,8
2198,9
2199,1
2200,9
2201,3
2202,0
2203,1
2204,9
2205,0
2206,3
2207,0
2208,1
2209,3
2210,2
2211,0
2212,0
2213,5
2214,4
2215,3
2216,0
2217,1
2218,10
2219,4
2220,12
2221,0
2222,8
2223,8
2224,6
2225,1
2226,7
2227,12
2228,8
2229,5
2230,0
2231,0
2232,1
2233,4
2234,3
2235,0
2236,5
2237,8
2238,1
2239,8
2240,0
2241,0
2242,5
2243,1
2244,10
2245,4
2246,0
2247,2
2248,8
2249,6
2250,3
2251,0
2252,1
2253,4
2254,6
2255,17
2256,0
2257,3
2258,12
2259,0
2260,1
2261,10
2262,12
2263,6
2264,17
2265,8
2266,8
2267,3
2268,0
2269,2
2270,1
2271,3
2272,2
2273,0
2274,6
2275,17
2276,7
2277,8
2278,9
2279,4
2280,0
2281,1
2282,10
2283,4
2284,16
2285,6
2286,4
2287,0
2288,3
2289,0
2290,1
2291,10
2292,2
2293,0
2294,4
2295,6
2296,17
2297,1
2298,2
2299,0
2300,6
2301,17
2302,1
2303,7
2304,0
2305,5
2306,8
2307,1
2308,0
2309,6
2310,4
2311,9
2312,2
2313,3
2314,0
2315,1
2316,10
2317,0
2318,14
2319,2
2320,0
2321,6
2322,2
2323,2
2324,0
2325,1
2326,12
2327,0
2328,7
2329,16
2330,6
2331,1
2332,6
2333,17
2334,9
2335,0
2336,2
2337,1
2338,2
2339,1
2340,2
2341,0
2342,2
2343,0
2344,1
2345,2
2346,0
2347,1
2348,6
2349,16
2350,1
2351,1
2352,0
2353,1
2354,4
2355,22
2356,4
2357,1
2358,22
2359,2
2360,0
2361,1
2362,5
2363,4
2364,1
2365,10
2366,2
2367,0
2368,1
2369,10
2370,4
2371,2
2372,1
2373,7
2374,8
2375,5
2376,2
2377,1
2378,10
2379,0
2380,3
2381,12
2382,6
2383,17
2384,1
2385,2
2386,0
2387,5
2388,13
2389,1
2390,3
2391,0
2392,0
2393,1
2394,6
2395,17
2396,7
2397,4
2398,6
2399,17
2400,4
2401,3
2402,2
2403,0
2404,1
2405,0
2406,0
2407,5
2408,7
2409,7
2410,0
2411,0
2412,3
2413,0
2414,1
2415,7
2416,3
2417,2
2418,0
2419,1
2420,3
2421,2
2422,5
2423,0
2424,11
2425,0
2426,1
2427,0
2428,1
2429,0
2430,15
2431,1
2432,1
2433,3
2434,0
2435,2
2436,0
2437,20
2438,13
2439,3
2440,0
2441,0
2442,7
2443,8
2444,20
2445,6
2446,4
2447,3
2448,12
2449,0
2450,1
2451,5
2452,0
2453,0
2454,1
2455,1
2456,10
2457,4
2458,5
2459,4
2460,3
2461,0
2462,1
2463,5
2464,13
2465,0
2466,3
2467,11
2468,0
2469,1
2470,4
2471,2
2472,0
2473,5
2474,12
2475,3
2476,0
2477,1
2478,8
2479,5
2480,13
2481,3
2482,0
2483,3
2484,2
2485,3
2486,13
2487,12
2488,0
2489,1
2490,1
2491,18
2492,5
2493,4
2494,14
2495,0
2496,0
2497,1
2498,5
2499,0
2500,0
2501,1
2502,1
2503,7
2504,3
2505,0
2506,5
2507,4
2508,0
2509,14
2510,0
2511,1
2512,4
2513,11
2514,0
2515,1
2516,4
2517,4
2518,0
2519,8
2520,1
2521,0
2522,4
2523,5
2524,8
2525,2
2526,0
2527,3
2528,2
2529,0
2530,1
2531,8
2532,4
2533,0
2534,0
2535,1
2536,3
2537,0
2538,3
2539,0
2540,1
2541,13
2542,8
2543,0
2544,8
2545,8
2546,6
2547,23
2548,3
2549,0
2550,0
2551,1
2552,0
2553,3
2554,0
2555,0
2556,1
2557,13
2558,3
2559,0
2560,2
2561,0
2562,1
2563,5
2564,4
2565,3
2566,0
2567,3
2568,0
2569,0
2570,1
2571,8
2572,5
2573,0
2574,3
2575,0
2576,2
2577,1
2578,24
2579,1
2580,10
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,1
2589,2
2590,0
2591,4
2592,5
2593,1
2594,20
2595,3
2596,0
2597,6
2598,8
2599,1
2600,8
2601,8
2602,0
2603,2
2604,1
2605,0
2606,5
2607,2
2608,1
2609,12
2610,0
2611,1
2612,0
2613,0
2614,0
2615,1
2616,6
2617,4
2618,3
2619,12
2620,3
2621,0
2622,0
2623,1
2624,5
2625,3
2626,23
2627,0
2628,1
2629,2
2630,8
2631,4
2632,6
2633,3
2634,0
2635,1
2636,0
2637,5
2638,4
2639,1
2640,0
2641,8
2642,5
2643,9
2644,1
2645,2
2646,0
2647,1
2648,3
2649,0
2650,5
2651,0
2652,0
2653,7
2654,5
2655,4
2656,3
2657,0
2658,1
2659,5
2660,3
2661,0
2662,1
2663,7
2664,2
2665,0
2666,4
2667,5
2668,1
2669,5
2670,0
2671,1
2672,4
2673,0
2674,1
2675,3
2676,2
2677,0
2678,0
2679,1
2680,3
2681,2
2682,0
2683,0
2684,13
2685,5
2686,11
2687,0
2688,3
2689,2
2690,0
2691,1
2692,3
2693,0
2694,2
2695,0
2696,0
2697,5
2698,1
2699,10
2700,12
2701,0
2702,8
2703,5
2704,1
2705,3
2706,0
2707,5
2708,0
2709,3
2710,0
2711,0
2712,1
2713,0
2714,11
2715,7
2716,2
2717,0
2718,2
2719,7
2720,0
2721,0
2722,7
2723,0
2724,2
2725,2
2726,0
2727,2
2728,3
2729,2
2730,0
2731,1
2732,3
2733,0
2734,5
2735,4
2736,0
2737,7
2738,0
2739,1
2740,1
2741,5
2742,18
2743,0
2744,3
2745,2
2746,0
2747,1
2748,3
2749,2
2750,0
2751,0
2752,1
2753,5
2754,1
2755,10
2756,4
2757,5
2758,9
2759,0
2760,3
2761,0
2762,4
2763,2
2764,0
2765,3
2766,0
2767,1
2768,5
2769,0
2770,0
2771,1
2772,0
2773,0
2774,0
2775,0
2776,3
2777,2
2778,0
2779,0
2780,3
2781,2
2782,0
2783,1
2784,3
2785,0
2786,3
2787,2
2788,0
2789,2
2790,0
2791,5
2792,4
2793,11
2794,0
2795,0
2796,1
2797,5
2798,0
2799,3
2800,0
2801,0
2802,2
2803,1
2804,2
2805,7
2806,2
2807,1
2808,8
2809,3
2810,2
2811,1
2812,2
2813,0
2814,1
2815,5
2816,2
2817,0
2818,3
2819,0
2820,7
2821,3
2822,2
2823,3
2824,0
2825,1
2826,0
2827,1
2828,0
2829,0
2830,1
2831,2
2832,7
2833,0
2834,1
2835,8
2836,8
2837,6
2838,0
2839,2
2840,0
2841,2
2842,3
2843,0
2844,1
2845,8
2846,5
2847,0
2848,0
2849,1
2850,1
2851,7
2852,2
2853,1
2854,2
2855,3
2856,23
2857,0
2858,1
2859,5
2860,4
2861,1
2862,10
2863,0
2864,8
2865,5
2866,1
2867,1
2868,1
2869,1
2870,6
2871,4
2872,1
2873,1
2874,1
2875,7
2876,0
2877,0
2878,7
2879,0
2880,6
2881,8
2882,2
2883,1
2884,2
2885,1
2886,7
2887,6
2888,12
2889,2
2890,0
2891,1
2892,4
2893,4
2894,5
2895,11
2896,1
2897,1
2898,1
2899,0
2900,0
2901,8
2902,6
2903,3
2904,0
2905,1
2906,1
2907,0
2908,1
2909,5
2910,9
2911,1
2912,10
2913,0
2914,18
2915,8
2916,2
2917,1
2918,2
2919,7
2920,8
2921,19
2922,4
2923,0
2924,1
2925,0
2926,4
2927,8
2928,4
2929,5
2930,2
2931,1
2932,7
2933,1
2934,8
2935,2
2936,5
2937,1
2938,3
2939,26
2940,5
2941,1
2942,0
2943,0
2944,3
2945,0
2946,1
2947,1
2948,3
2949,0
2950,3
2951,16
2952,5
2953,4
2954,6
2955,1
2956,4
2957,8
2958,1
2959,5
2960,4
2961,1
2962,10
2963,3
2964,2
2965,0
2966,6
2967,17
2968,9
2969,8
2970,11
2971,2
2972,0
2973,7
2974,12
2975,0
2976,1
2977,0
2978,3
2979,2
2980,0
2981,1
2982,3
2983,2
2984,6
2985,0
2986,0
2987,3
2988,11
2989,0
2990,0
2991,1
2992,6
2993,0
2994,0
2995,2
2996,1
2997,1
